單字,台語例句,台羅拼音,中文翻譯,來源詞目,資料品質,擷取時間,資料來源
牽手,俗語講：「艱苦頭，快活尾。」阿發自國小出業了後就綴人去做塗水，骨力趁錢來飼規家伙仔，天公伯仔也真疼惜伊，予伊娶著願意做伙拍拚的媠某，閣踏著好時機佮人合股起厝趁著錢，兩个囡仔嘛真有孝閣有才情，予伊穩心仔提早退休，佮𪜶牽手鬥陣去遊山玩水。,"Sio̍k-gí kóng, “Kan-khóo thâu, khuìnn-ua̍h bué.” A-huat tsū kok-sió tshut-gia̍p liáu-āu tō tuè lâng khì tsò thôo-tsuí, kut-la̍t thàn-tsînn lâi tshī kui-ke-hué-á, thinn-kong-peh--á iā tsin thiànn-sioh--i, hōo i tshuā-tio̍h guān-ì tsò-hué phah-piànn ê suí bóo, koh ta̍h-tio̍h hó sî-ki kah lâng ha̍p-kóo khí-tshù thàn-tio̍h tsînn, nn̄g ê gín-á mā tsin iú-hàu koh ū tsâi-tsîng, hōo i ún-sim-á thê-tsá thè-hiu, kah in khan-tshiú tàu-tīn khì iû-san-uán-suí.。」阿發從國小畢業後就跟著別人去做泥水匠，賣力賺錢養一家人，老天爺也很疼愛他，讓他娶到願意一起努力的美嬌娘，又遇上景氣好跟人合建公寓賺到錢，兩個小孩很孝順又有才華，讓他安心提早退休，和妻子一同去遊山玩水。",俗諺說：「含淚播種，歡笑收割。」阿發從國小畢業後就跟著別人去做泥水匠，賣力賺錢養一家人，老天爺也很疼愛他，讓他娶到願意一起努力的美嬌娘，又遇上景氣好跟人合建公寓賺到錢，兩個小孩很孝順又有才華，讓他安心提早退休，和妻子一同去遊山玩水。,艱苦頭，快活尾。,完整,2025-08-27 14:57:30,教育部臺灣台語常用詞辭典
紅嬰仔,紅嬰仔咧大，有的大著較快，有的較袂大，總是平均扯差不多就是俗語講的「七坐八爬九發牙」。,"Âng-enn-á teh tuā, ū ê tuā tio̍h khah khuài, ū ê khah bē tuā, tsóng--sī pîng-kin-tshé tsha-put-to tō sī sio̍k-gí kóng--ê “tshit tsē peh pê káu huat-gê”.。",嬰兒長大過程中，有的長得快，有的長得慢，平均起來大約就是俗語說的「七坐八爬九長牙」。,七坐八爬九發牙。,完整,2025-08-27 14:56:41,教育部臺灣台語常用詞辭典
翁婿,阿母講：「做人的新婦著愛『入人門，順人意』，歡喜接受大家官、翁婿共咱牽教，通冗早慣勢新環境。」,"A-bú kóng, “Tsò lâng ê sin-pū tio̍h-ài ‘ji̍p lâng mn̂g, sūn lâng ì’, huann-hí tsiap-siū ta-ke-kuann, ang-sài kā lán khan-kà, thang liōng-tsá kuàn-sì sin khuân-kíng.”。」",媽媽說：「為人媳婦應當要『進別人家門，順從別人意見』，樂於接受公婆、夫婿的教導，以便儘早適應新環境。」,入人門，順人意。,完整,2025-08-27 14:55:08,教育部臺灣台語常用詞辭典
翁某,少年夫妻毋免驚無家伙，人所說：「翁某若仝心，烏塗變成金」。翁仔姐相楗和齊拍拚定著會成功。,"Siàu-liân hu-tshe m̄-bián kiann bô ke-hué, lâng sóo sueh, “Ang-bóo nā kāng-sim, oo-thôo piàn-sîng kim”. Ang-á-tsiá sio-kīng hô-tsê phah-piànn tiānn-tio̍h ē sîng-kong.。夫妻相互扶持合作共同努力一定能成功。",年輕夫妻不必擔心沒有恆產，人們說：「夫妻若同心協力，困境也能創造財富」。夫妻相互扶持合作共同努力一定能成功。,翁某若仝心，烏塗變成金。,完整,2025-08-27 14:53:30,教育部臺灣台語常用詞辭典
老歲仔,老歲仔人若身體勇健、心情樂暢，手頭閣有寡，就較有才調踏入到食清、睏宮、人精英的坎站。,"Lāu-huè-á-lâng nā sin-thé ióng-kiānn, sim-tsîng lo̍k-thiòng, tshiú-thâu koh ū--kuá, tō khah ū tsâi-tiāu ta̍h-ji̍p kàu tsia̍h-tshing, khùn-king, lâng tsing-ing ê khám-tsām.。",老人家如果能維持身體健康、心情舒暢，手頭上又富裕些，才有辦法進入到吃飯不欠人情，不必感謝他人，無憂無慮的境界。,食清,完整,2025-08-27 14:56:53,教育部臺灣台語常用詞辭典
舅公,阮舅公食甲百外歲矣，是正港好命的老長壽。,"Guán kū-kong tsia̍h kah pah-guā huè--ah, sī tsiànn-káng hó-miā ê lāu-tiông-siū.。",我的舅公活到一百多歲了，真的是有福氣的人瑞。,老長壽,完整,2025-08-27 14:53:36,教育部臺灣台語常用詞辭典
親情,各位親情朋友、先進序大，我「食人頭鍾酒，講人頭句話」有較僭權，今仔日是主人家七十歲大壽，咱逐家祝伊平安順序食百二。,"Kok-uī tshin-tsiânn pîng-iú, sian-tsìn sī-tuā, guá “tsia̍h lâng thâu tsing tsiú, kóng lâng thâu kù uē” ū khah tsiàm-khuân, kin-á-ji̍t sī tsú-jîn-ka tshit-tsa̍p huè tuā-siū, lán ta̍k-ke tsiok i pîng-an sūn-sī tsia̍h pah-jī.。",各位親朋好友、前輩們，我「喝第一杯酒，講第一句話」較為越權，今天是主人七十歲生日，我們大家祝他平安順遂活到一百二十歲。,食人頭鍾酒，講人頭句話。,完整,2025-08-27 14:55:22,教育部臺灣台語常用詞辭典
阮兜,阮兜的三頓攏我咧發落，阮翁佮囡仔攏干焦知影通食，有時閣會嫌無好料的通拜牙槽神，真正是「食米毋知米價」。,"Guán tau ê sann tǹg lóng guá teh hua̍t-lo̍h, guán ang kah gín-á lóng kan-na tsai-iánn thang tsia̍h, ū-sî koh ē hiâm bô hó-liāu--ê thang pài gê-tsô-sîn, tsin tsiànn sī “tsia̍h bí m̄ tsai bí kè”.。",我們家的三餐都是我在張羅，我先生跟孩子都只知道吃，有時候還會嫌沒有美食可以祭五臟廟，真的是「吃米飯不曉得米的價錢」。,食米毋知米價。,完整,2025-08-27 14:57:44,教育部臺灣台語常用詞辭典
阿伯,阿伯儉腸凹肚共伊彼陣囝捏大漢，今隨个仔嘛攏誠才情，毋過煞無甲半个欲共伊有孝，予伊不時都咧怨嘆講：「好囝毋免濟，濟囝餓死爸。」早若知，當初時就莫開遐爾濟錢來栽培𪜶。,"A-peh khiām-tn̂g-neh-tōo kā i hit tīn kiánn lia̍p tuā-hàn, tann suî-ê-á mā lóng tsiânn tsâi-tsîng, m̄-koh suah bô kah puànn ê beh kā i iú-hàu, hōo i put-sî to teh uàn-thàn kóng, “Hó kiánn m̄-bián tsē, tsē kiánn gō-sí pē.” Tsá nā tsai, tong-tshe-sî tō mài khai hiah-nī tsē tsînn lâi tsai-puê--in.。」早知如此，當初就不要花大錢栽培他們了。",伯父省吃儉用拉拔那群小孩長大，現在各個也都很成功，不過卻沒人肯孝順他，讓他不時感嘆：「小孩不必多，能孝順父母最重要。」早知如此，當初就不要花大錢栽培他們了。,好囝毋免濟，濟囝餓死爸。,完整,2025-08-27 14:55:48,教育部臺灣台語常用詞辭典
阿兄,阿明共阿兄討拄買來的四秀仔，閣共阿姊討比賽贏來的獎品，就去予阿媽共罵講「目睭掛斗概，看人物就愛」。,"A-bîng kā a-hiann thó tú bé--lâi ê sì-siù-á, koh kā a-tsí thó pí-sài iânn--lâi ê tsióng-phín, tō khì hōo a-má kā mē kóng “ba̍k-tsiu kuà táu-kài, khuànn lâng mi̍h tō ài”.。",阿明向哥哥要剛買來的零食，又向姊姊要比賽贏得的獎品，所以就被祖母斥責「眼睛掛著平斗的木概，看到別人的東西就想要」。,目睭掛斗概，看人物就愛。,完整,2025-08-27 14:53:19,教育部臺灣台語常用詞辭典
阿公,阿公送到病院的時雖然猶知人，毋過袂講話嘛袂振動，干焦恬恬看病床邊的人，真正是「目睭金金人傷重」。,"A-kong sàng kàu pēnn-īnn ê sî sui-jiân iáu tsai lâng, m̄-koh bē kóng-uē mā bē tín-tāng, kan-na tiām-tiām khuànn pēnn-tshn̂g-pinn ê lâng, tsin-tsiànn sī “ba̍k-tsiu kim-kim lâng siong-tiōng”.。",爺爺送到醫院的時候雖然還有知覺，不過無法講話也無法移動，只靜靜的看著病床邊的人，真的是「眼睛睜大，病情嚴重」。,目睭金金人傷重。,完整,2025-08-27 14:55:42,教育部臺灣台語常用詞辭典
阿叔,當初阿爸好心共無地去的阿叔收留，予伊暫時蹛佇阮兜，想袂到伊毋但毋知影通感恩，閣不時招朋友來厝裡啉酒，舞甲逐四界挐氅氅，共阮兜當做伊家己的厝仝款，有影是「乞食趕廟公」。,"Tong-tshoo a-pah hó-sim kā bô-tè khì ê a-tsik siu-liû, hōo i tsiām-sî tuà tī guán tau, siūnn-bē-kàu i m̄-nā m̄ tsai-iánn thang kám-un, koh put-sî tsio pîng-iú lâi tshù--lí lim tsiú, bú kah ta̍k-sì-kè jû-tsháng-tsháng, kā guán tau tòng-tsò i ka-kī ê tshù kāng-khuán, ū-iánn sī “khit-tsia̍h kuánn biō-kong”.。",當初爸爸好心收留無家可歸的叔叔，讓他暫時住在我們家，想不到他非但不知感恩，還時常呼朋引伴來家裡喝酒，四處弄得亂七八糟，把我們家當作他自己家一樣，簡直是「鳩佔鵲巢」！,乞食趕廟公。,完整,2025-08-27 14:55:34,教育部臺灣台語常用詞辭典
阿妗,咱是欲去共恁阿妗送山，你穿甲規身軀花彔彔，敢有合？,"Lán sī beh khì kā lín a-kīm sàng-suann, lí tshīng kah kui-sin-khu hue-lok-lok, kám ū ha̍h",我們要去送舅媽出殯，你全身穿得花花綠綠，合適嗎？,花彔彔,完整,2025-08-27 14:58:09,教育部臺灣台語常用詞辭典
阿姆,請你替我共恁阿姆請安。,Tshiánn lí thè guá kā lín a-ḿ tshíng-an.。,請你代我向你伯母問候。,請安,完整,2025-08-27 14:54:48,教育部臺灣台語常用詞辭典
阿姊,阿明共阿兄討拄買來的四秀仔，閣共阿姊討比賽贏來的獎品，就去予阿媽共罵講「目睭掛斗概，看人物就愛」。,"A-bîng kā a-hiann thó tú bé--lâi ê sì-siù-á, koh kā a-tsí thó pí-sài iânn--lâi ê tsióng-phín, tō khì hōo a-má kā mē kóng “ba̍k-tsiu kuà táu-kài, khuànn lâng mi̍h tō ài”.。",阿明向哥哥要剛買來的零食，又向姊姊要比賽贏得的獎品，所以就被祖母斥責「眼睛掛著平斗的木概，看到別人的東西就想要」。,目睭掛斗概，看人物就愛。,完整,2025-08-27 14:52:57,教育部臺灣台語常用詞辭典
阿姑,人阿姑有紮等路來，咱合該然嘛著攢寡伴手予伊紮轉去。,"Lâng a-koo ū tsah tán-lōo lâi, lán ha̍p-kai-jiân mā tio̍h tshuân kuá phuānn-tshiú hōo i tsah--tńg-khì.。",人家姑姑帶了禮物來，我們理當也準備些伴手禮讓他帶回去。,合該然,完整,2025-08-27 14:55:59,教育部臺灣台語常用詞辭典
阿姨,後禮拜欲去阿姨𪜶兜愛會記得紮帶手去。,Āu lé-pài beh khì a-î in tau ài ē-kì-tit tsah tuà-tshiú khì.。,下禮拜要去阿姨家要記得帶禮物去。,帶手,完整,2025-08-27 14:53:25,教育部臺灣台語常用詞辭典
阿媽,阿媽真知「好田地不如好子弟」的道理，以早的生活雖然較艱難，伊猶原堅持予每一个囡仔攏有受教育的機會，實在誠無簡單。,"A-má tsin tsai “hó tshân-tē put-jû hó tsú-tē” ê tō-lí, í-tsá ê sing-ua̍h sui-jiân khah kan-lân, i iu-guân kian-tshî hōo muí tsi̍t ê gín-á lóng ū siū kàu-io̍k ê ki-huē, si̍t-tsāi tsiânn bô kán-tan.。",奶奶很了解「家有千頃田，不如子孫賢」的道理，以前的生活雖然比較艱辛困難，他仍然堅持讓每個孩子都有受教育的機會，真的是很不簡單。,好田地不如好子弟。,完整,2025-08-27 14:56:56,教育部臺灣台語常用詞辭典
阿母,阿母講：「做人的新婦著愛『入人門，順人意』，歡喜接受大家官、翁婿共咱牽教，通冗早慣勢新環境。」,"A-bú kóng, “Tsò lâng ê sin-pū tio̍h-ài ‘ji̍p lâng mn̂g, sūn lâng ì’, huann-hí tsiap-siū ta-ke-kuann, ang-sài kā lán khan-kà, thang liōng-tsá kuàn-sì sin khuân-kíng.”。」",媽媽說：「為人媳婦應當要『進別人家門，順從別人意見』，樂於接受公婆、夫婿的教導，以便儘早適應新環境。」,入人門，順人意。,完整,2025-08-27 14:53:50,教育部臺灣台語常用詞辭典
阿爸,阮阿媽從阿爸佮阿叔做囡仔的時陣就足疼𪜶，這馬嘛真惜阮兄妹仔佮阮叔伯兄弟，莫怪人講：「惜花連盆，疼囝連孫。」,"Guán a-má tsîng a-pah kah a-tsik tsò gín-á ê sî-tsūn tō tsiok thiànn--in, tsit-má mā tsin sioh guán hiann-muē-á kah guán tsik-peh-hiann-tī, bo̍k-kuài lâng kóng, “Sioh hue liân phûn, thiànn kiánn liân sun.”。」",我的奶奶從爸爸和叔叔在孩提時就很疼愛他們，現在也很疼惜我們兄妹和我的堂兄弟，難怪俗話說：「愛屋及烏。」,惜花連盆，疼囝連孫。,完整,2025-08-27 14:54:16,教育部臺灣台語常用詞辭典
阿祖,阮阿祖早起就過氣矣。,Guán a-tsóo tsá-khí tō kuè-khuì--ah.。,我曾祖父在早晨就斷氣了。,過氣,完整,2025-08-27 14:55:16,教育部臺灣台語常用詞辭典
阿舅,頂日仔你欲搬厝，恁阿舅專工請假來共你鬥搬，你毋但無感謝伊，閣嫌伊跤手慢，誠實是「外甥食母舅，親像食豆腐」。,"Tíng-ji̍t-á lí beh puann-tshù, lín a-kū tsuan-kang tshíng-ká lâi kā lí tàu puann, lí m̄-nā bô kám-siā--i, koh hiâm i kha-tshiú bān, tsiânn-si̍t sī “guē-sing tsia̍h bú-kū, tshin-tshiūnn tsia̍h tāu-hū”.。",前幾天你要搬家，你舅舅特地請假來幫你搬，你非但沒有感謝他，還嫌他笨手笨腳，你這個外甥真是「占盡你舅舅的便宜」。,外甥食母舅，親像食豆腐。,完整,2025-08-27 14:57:07,教育部臺灣台語常用詞辭典
